property_id,bank_property_id,property_type,city,address,price,lot_area_sqm,floor_area_sqm,listed_on,listing_url
P000131,03199-T-190,Vacant Lot,Monte City,Lot 730-F PSD-03-073844 Sitio Talisay Road Barangay Dulong Bayan San Jose Del Monte City Bulacan,1290000,2677,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000132,06977-T-288,House & Lot,unknown,Lot 8 Block 12 Avida Settings Altaraza Barangay Tungkong Mangga San Jose del Monte Bulacan,7508000,163,69,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000133,00611-SFO-018,House & Lot,unknown,"Lot 2 Along National Highway, Bo. San Vicente, San Miguel, Bulacan",3640000,533,604,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000134,00618-SFO-022,Vacant Lot,unknown,"Lot 29-F Barrio Sta. Lucia, Mun. of San Miguel, Bulacan",84000,653,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000135,00619-SFO-022,Vacant Lot,unknown,"Lot 29-D Barrio Sta. Lucia, Mun. of San Miguel, Bulacan",91000,692,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000136,00620-SFO-022,Vacant Lot,unknown,"Lot 29-G Barrio Sta. Lucia, Mun. of San Miguel, Bulacan",77000,738,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000137,00621-SFO-022,Vacant Lot,unknown,"Lot 29-E Barrio Sta. Lucia, Mun. of San Miguel, Bulacan",100000,752,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000138,00623-SFO-022,Vacant Lot,unknown,"Lot 29-B Barrio Sta. Lucia, Mun. of San Miguel, Bulacan",183000,1353,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000139,05444-T-260,House & Lot,unknown,Lot 3 [ No. 1406 ] along existing road Sitio Gulod 2 Barangay San Jose Patag Santa Maria Bulacan,7100000,800,219,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000140,06250-T-269,House & Lot,unknown,Lot 56 Block 7 Belize Street El Pueblo del Rio Subdivision Barangay Caypombo Sta Maria Bulacan,2102000,79,49,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000141,06936-T-284,House & Lot,unknown,Lot 31 Block 7 Belize Street El Pueblo del Rio Barangay Caypombo Santa Maria Bulacan,2615000,77,123,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000142,06940-T-285,House & Lot,unknown,Lot 19 Block 15 California Street Belmont Parc Village Barangay Caypombo Santa Maria Bulacan,949000,66,46,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000143,06958-T-287,Townhouse,unknown,Lots 50 and 51 Block 2 Redwood Residences Phase 2 Barangay Pulong Buhangin Santa Maria Bulacan,4080000,72,85,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000144,06903-T-277,House & Lot,unknown,Lots 9 and 10 Block 7 Redwood Residences Phase 2 Barangay Pulong Buhangin Santa Maria Bulacan,4488000,72,94,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000145,06906-T-279,House & Lot,unknown,Lot 13 Block 34 Tulip Street Camella Sta Maria Barangay Pulong Buhangin Sta Maria Bulacan,3275000,63,48,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000146,05644-B-342,House & Lot,unknown,"Lot 5 Diamond Street, Crystal Aire Subdivision, Barangay San Francisco, General Trias City, Cavite",3800000,80,157,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000147,05749-B-357,House & Lot,unknown,Lots 12 &amp; 14 Block 74 Wayfield Street Governor&#39;s Hills Subdivision Phase 9-B (Greens Boro) Barangay Manggahan General Trias Cavite,3773000,166,116,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000148,05935-B-373,House & Lot,New City,Lot 8 Block 11 Montreal Street Kensington Place 9 Lancaster New City Barangay Navarro General Trias City Cavite,2200000,50,60,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000149,06786-B-419,Townhouse,Trias City,Lot 14 Block 38 Amaia Scapes Cavite Sector 2 Barangay Santiago General Trias City Cavite,5282000,122,51,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000150,06837-B-425,House & Lot,unknown,Lot 35 Block 95 Manhattan Street Metropolis Greens Subdivision Barangay Manggahan General Trias Cavite,1466000,54,84,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000151,06844-B-427,House & Lot,unknown,Lot 15 Block 38 Toucan Street corner Tatler Street Amaia Scapes Barangay Santiago General Trias Cavite,4987000,133,54,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000152,06964-B-451,Townhouse,Trias City,Lots 8 and 9 Block 2 Bellavita General Trias Phase 3 Barangay Tapia General Trias City Cavite,2700000,138,50,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000153,07000-B-468,House & Lot,Trias City,Lot 32 Block 19 Annapolis Street Governor Hills Subdivision Barangay Manggahan General Trias City Cavite,1770000,80,77,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000154,06791-B-420,Townhouse,unknown,Lot 19 Block 21 Elliston Place Phase 7-B Barangay Pasong Camachile 2 General Trias Cavite,5028000,80,72,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000155,06913-B-440,Townhouse,Lancaster City,Lot 21 Block 4 Westwood 2 Lancaster City Barangay Pasong Camachille II General Trias City Cavite,2942000,50,60,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000156,06916-B-441,House & Lot,Trias City,Lots 21 and 22 Block 2 Camella Tierra Nevada Phase 5 Barangay San Francisco General Trias City Cavite,5563000,166,155,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000158,04241-B-240,House & Lot,unknown,Lot 22 Block 17 Mary Cris Complex Barangay Malagasang 2 Imus,1600000,80,51,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000159,05554-B-327,House & Lot,unknown,"Lot 6-A Block 11, St. Paul corner St. Mary Streets, Hausland Subd., Brgy. Anabu 1-B, Imus City, Cavite",3300000,101,135,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000160,05987-B-378,House & Lot,Imus City,Lot 33 Block 19 Vivalde Street Villa de Primarosa Phase 4 Barangay Buhay na Tubig Imus City Cavite,2200000,66,69,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000161,06965-B-452,House & Lot,Imus City,Lot 8 Block 1 South Grove Estates Barangay Pasong Buaya II Imus City Cavite,7607000,171,98,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000162,06803-BO-023,Warehouse,unknown,Lot 3-A E. Aguinaldo Highway Barangay Anabu 1-A Imus Cavite,90000000,1956,900,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000163,06243-B-398,Apartment,unknown,No. 349 Orcullo Street Barangay Wakas I Kawit Cavite,5950000,113,367,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000164,06895-B-434,Lot with Structure,unknown,Lot 1-A Barangay Tramo-Bantayan Kawit Cavite (back of Binakayan Public Market),1824000,480,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000165,05160-B-309,House & Lot,unknown,Lot 15 Block 1 Patricia Yolanda Subdivision Barangay Asis 1 Mendez Cavite,1600000,60,53,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000166,05948-B-375,Vacant Lot,unknown,Lots 8 and 9 Block 4 Hellenic Spring Resort Village Barangay Balite II Silang Cavite,2300000,304,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000167,06137-B-391,House & Lot,unknown,Lot 7 Block 12 Peafowl Street RCD Royal Homes Barangay Kalubkob Silang Cavite,5350000,100,113,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000168,06258-B-400,Others,Tagaytay City,1-LG109 Lower Gound Floor Serin West Tagaytay Barangay Silang Crossing East Tagaytay City Cavite,1560000,0,13,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000169,06262-B-402,Vacant Lot,unknown,Lot 27 Block 650 Road 645 Metrogate Silang Estates Phase 6-C Barangay Adlas Silang Cavite,2205000,150,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000170,06891-B-431,Building,unknown,Lot 8-F3 Aguinaldo Highway Barangay Biga 1 Silang Cavite,22345000,958,216,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000171,06935-B-444,Vacant Lot,unknown,Lots 14 and 16 Block 19 Suwon Street The Mandara Barangay Tartaria Silang Cavite,3276000,195,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000172,06944-B-446,House & Lot,unknown,Lot 4 Block 12 Camella Silang Subdivision Phase 1 Barangay Malabag Silang Cavite,4608000,95,64,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000173,06856-B-428,Vacant Lot,unknown,Lots 6 and 7 Block 24 Orleans Street Chateaux de Paris Barangay Inchican Silang Cavite,17860000,451,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000176,05157-B-306,Townhouse,Tagaytay City,Lot 7 Block 2 Unit 7 Tagaytay Dacha Barangay Sungay East Tagaytay City Cavite,3750000,80,170,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000177,05998-B-380,Vacant Lot,Tagaytay City,Lot 2-E to 2-GBarangay Neogan Tagaytay City Cavite,991000,525,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000178,06125-B-389,House & Lot,unknown,Lot 3 B Villa Lotta Subdivision Barangay Amaya 1 Tanza Cavite,8700000,250,269,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000179,06834-B-423,House & Lot,unknown,Lot 724-A-2-D-11 Barangay Bucal Tanza Cavite,2146000,250,150,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000180,06901-B-437,House & Lot,unknown,Lot 92 Block 8 Marigold Street Micara Estates Tanza Phase 3 Barangay Sahud Ulan Tanza Cavite,1920000,45,40,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000181,06907-B-438,House & Lot,unknown,Lot 66 Block 1 Micara Estates Tanza Phase 1 Barangay Sahud Ulan Tanza Cavite,1348000,45,40,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000182,03829-B-194,Vacant Lot,Martires City,Lot 16 Block 23-A Don Bosco Executive Village Barrio Quintana Trece Martires City Cavite,638000,177,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000183,03833-B-194,Vacant Lot,Martires City,Lot 31 Block 18-A Don Bosco Executive Village Barrio Quintana Trece Martires City Cavite,608000,184,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000184,03834-B-194,Vacant Lot,unknown,Lot 33 Block 18-A Don Bosco Executive Village Barrio Quintana Trece Martires Cavite,588000,140,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000185,03835-B-194,Vacant Lot,Martires City,Lot 35 Block 18-A Don Bosco Executive Village Barrio Quintana Trece Martires City Cavite,849000,257,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000186,03838-B-194,Vacant Lot,Martirez City,Lot 30 Block 17-A Don Bosco Executive Village Barrio Quintana Trece Martirez City Cavite,504000,120,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000187,03839-B-194,Vacant Lot,Martirez City,Lot 31 Block 17-A Don Bosco Executive Village Barrio Quintana Trece Martirez City Cavite,504000,120,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000188,03842-B-194,Vacant Lot,Martires City,Lot 37 Block 17-A Don Bosco Executive Village Barrio Quintana Trece Martires City Cavite,504000,120,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000189,03843-B-194,Vacant Lot,Martires City,Lot 38 Block 17-A Don Bosco Executive Village Barrio Quintana Trece Martires City Cavite,702000,167,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000190,03845-B-194,Vacant Lot,Martirez City,Lot 11 Block 25-B Don Bosco Executive Village Barrio Quintana Trece Martirez City Cavite,408000,170,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000191,03848-B-194,Vacant Lot,Martirez City,Lot 14 Block 25-B Don Bosco Executive Village Barrio Quintana Trece Martirez City Cavite,487000,170,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000192,03853-B-194,Vacant Lot,Martirez City,Lot 32 Block 25-B Don Bosco Executive Village Barrio Quintana Trece Martirez City Cavite,713000,198,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000193,03854-B-194,Vacant Lot,Martirez City,Lot 33 Block 25-B Don Bosco Executive Village Barrio Quintana Trece Martirez City Cavite,602000,167,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000194,06886-B-430,Townhouse,Martires City,Lot 6 Block 2 Cockato Street Amaia Scapes Trece Martires Barangay Conchu Trece Martires City Cavite,1911000,65,26,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000195,06894-B-433,Vacant Lot,3 City,Lot 14 Block 3 City View 5 Barangay de Ocampo Trece Martires City Cavite,1189000,743,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000196,06975-B-457,House & Lot,Martires City,Lot 45 Block 10 West Plain Subdivision Phase 2 Barangay San Agustin (Pob) Trece Martires City Cavite,864000,110,20,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/luzon
P000197,TAN-0016-01,Residential Lot,Tandag,Surigao del Sur,1788000,2500,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tan-0016-01-residential-lot-in-tandag
P000198,MGY-0010-01,Vacant Lot,Suriagao,Surigao del Sur,105000,180,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/mgy-0010-01-vacant-lot-in-suriagao
P000199,CAL-0004-01,Vacant Lot,Calbayog,Samar,917000,238,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/cal-0004-01-vacant-lot-in-calbayog
P000200,TAN-0003-01,Agricultural Lot,Madrid,Surigao del Sur,641000,4484,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tan-0003-01-agricultural-lot-in-madrid
P000201,GIN-0004-01,Residential Lot,Gingoog City,Misamis Oriental,2255000,5855,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/gin-0004-01-residential-lot-in-gingoog-city
P000202,TREN-0013-01,Vacant Lot,Montevista,Davao,281000,150,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0013-01-vacant-lot-in-montevista
P000203,TAG-0036-02,Residential Lot,Tagum,Davao,716000,1085,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tag-0036-02-residential-lot-in-tagum
P000204,TREN-0011-01,Residential Lot,Monkayo,Davao,1418000,1842,0,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0011-01-residential-lot-in-monkayo
P000205,TREN-0010-01,Agricultural Lot,Monkayo,Davao,110000,500,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0010-01-agricultural-lot-in-monkayo
P000206,NAB-0028-01,Vacant Lot,Davao del Norte,Davao,88000,133,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/nab-0028-01-vacant-lot-in-davao-del-norte
P000207,01540-ILO-004,Vacant Lot,unknown,"Lots 855-Q-1 to 6 and Lots B-3,5,7,8,9 Provincial Road Barangay Fulgencio Balete Aklan",6500000,255784,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000208,05728-ILO-158,Vacant Lot,unknown,Lot 2925-B Provincial Road Barangay New Buswang Kalibo Aklan,22100000,1073,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000209,06092-ILO-178,House & Lot,unknown,Lot 27 Block 6 Eastown Homes Subdivision Barangay Laguinbanua East Numancia Aklan,1650000,50,30,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000210,04568-ILO-102,Vacant Lot,Roxas City,Lot 2 Block 2 Tierra Verde Homes Barangay Bolo Roxas City Capiz,111930,82,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000211,04569-ILO-102,Vacant Lot,Roxas City,Lot 3 Block 2 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000212,04570-ILO-102,Vacant Lot,Roxas City,Lot 4 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000213,04571-ILO-102,Vacant Lot,Roxas City,Lot 5 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000214,04572-ILO-102,Vacant Lot,Roxas City,Lot 6 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000215,04573-ILO-102,Vacant Lot,Roxas City,Lot 7 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,102000,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000216,04574-ILO-102,Vacant Lot,Roxas City,Lot 8 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000217,04575-ILO-102,Vacant Lot,Roxas City,Lot 9 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000218,04576-ILO-102,Vacant Lot,Roxas City,Lot 10 Block 2 Tierra Verde Homes Barangay Bolo Roxas City Capiz,102000,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000219,04577-ILO-102,Vacant Lot,Roxas City,Lot 11 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000220,04578-ILO-102,Vacant Lot,Roxas City,Lot 12 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000221,04579-ILO-102,Vacant Lot,Roxas City,Lot 13 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000222,04580-ILO-102,Vacant Lot,Roxas City,Lot 14 Block 2 Tierra verde Homes Barangay Bolo Roxas City Capiz,87295,79,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
